1.212882313423085667e-01,3.790577082868819281e-02,1.199680647128109796e-02
2.684462936424549806e-01,9.152420730006653737e-02,2.931292289195820341e-02
3.399928604467725157e-01,3.072186064522182680e-01,2.974030777916843449e-01
